[INFO][2022-10-26T00:18:44.019][log.go:58] _com_mysql_success||sql=SELECT * FROM `service_info`  WHERE (is_delete=0) ORDER BY id desc LIMIT 99999 OFFSET 0||cspanid=||spanid=a3f01b8c380704bb||level=sql||current_time=2022-10-26 00:18:44||proc_time=0.005914s||affected_row=4||traceid=c0a817e863580c64ffad4094104dc7b0||source=/root/real/gateway/common/gorm/scope.go:1034
[INFO][2022-10-26T00:18:44.019][log.go:58] _com_mysql_success||level=sql||proc_time=0.000994s||traceid=c0a817e863580c64ffad4094104dc7b0||spanid=a3f01b8c380704bb||source=/root/real/gateway/common/gorm/scope.go:1034||current_time=2022-10-26 00:18:44||sql=SELECT count(*) FROM `service_info`  WHERE (is_delete=0) LIMIT 99999 OFFSET 0||affected_row=0||cspanid=
[INFO][2022-10-26T00:18:44.019][log.go:58] _com_mysql_success||spanid=a3f01b8c268447a4||source=/root/real/gateway/common/gorm/scope.go:1034||current_time=2022-10-26 00:18:44||proc_time=0.001818s||sql=SELECT * FROM `service_tcp_rule`  WHERE (`service_tcp_rule`.`service_id` = '432')||affected_row=0||traceid=c0a817e863580c64a66f4094697f48b0||level=sql||cspanid=
[INFO][2022-10-26T00:18:44.019][log.go:58] _com_mysql_success||level=sql||proc_time=0.002483s||cspanid=||spanid=a3f01b8c30b95ff1||source=/root/real/gateway/common/gorm/scope.go:1034||current_time=2022-10-26 00:18:44||sql=SELECT * FROM `service_access_control`  WHERE (`service_access_control`.`service_id` = '432')||affected_row=1||traceid=c0a817e863580c643d5240946cffa2b0
[INFO][2022-10-26T00:18:44.019][log.go:58] _com_mysql_success||source=/root/real/gateway/common/gorm/scope.go:1034||traceid=c0a817e863580c64cf5840943a768bb0||spanid=a3f01b8c25845c95||level=sql||current_time=2022-10-26 00:18:44||proc_time=0.001991s||sql=SELECT * FROM `service_http_rule`  WHERE (`service_http_rule`.`service_id` = '432')||affected_row=0||cspanid=
[INFO][2022-10-26T00:18:44.019][log.go:58] _com_mysql_success||cspanid=||current_time=2022-10-26 00:18:44||proc_time=0.001624s||sql=SELECT * FROM `service_grpc_rule`  WHERE (`service_grpc_rule`.`service_id` = '432')||traceid=c0a817e863580c6432e6409402070fb0||spanid=a3f01b8c2e3108da||level=sql||source=/root/real/gateway/common/gorm/scope.go:1034||affected_row=1
[INFO][2022-10-26T00:18:44.019][log.go:58] _com_mysql_success||sql=SELECT * FROM `service_load_balance`  WHERE (`service_load_balance`.`service_id` = '432')||current_time=2022-10-26 00:18:44||proc_time=0.004892s||affected_row=1||traceid=c0a817e863580c640838409484c47fb0||cspanid=||spanid=a3f01b8c2606cd2b||level=sql||source=/root/real/gateway/common/gorm/scope.go:1034
[INFO][2022-10-26T00:18:44.019][log.go:58] _com_mysql_success||source=/root/real/gateway/common/gorm/scope.go:1034||affected_row=1||traceid=c0a817e863580c640a894094c34c36b0||cspanid=||level=sql||current_time=2022-10-26 00:18:44||proc_time=0.001432s||sql=SELECT * FROM `service_tcp_rule`  WHERE (`service_tcp_rule`.`service_id` = '431')||spanid=a3f01b8c592e17f7
[INFO][2022-10-26T00:18:44.019][log.go:58] _com_mysql_success||cspanid=||spanid=a3f01b8c4dba7b0f||source=/root/real/gateway/common/gorm/scope.go:1034||sql=SELECT * FROM `service_access_control`  WHERE (`service_access_control`.`service_id` = '431')||traceid=c0a817e863580c64306b40944419dbb0||level=sql||current_time=2022-10-26 00:18:44||proc_time=0.002720s||affected_row=1
[INFO][2022-10-26T00:18:44.019][log.go:58] _com_mysql_success||level=sql||source=/root/real/gateway/common/gorm/scope.go:1034||sql=SELECT * FROM `service_http_rule`  WHERE (`service_http_rule`.`service_id` = '431')||traceid=c0a817e863580c6410e1409422b029b0||cspanid=||spanid=a3f01b8c079143f7||current_time=2022-10-26 00:18:44||proc_time=0.001829s||affected_row=0
[INFO][2022-10-26T00:18:44.019][log.go:58] _com_mysql_success||sql=SELECT * FROM `service_grpc_rule`  WHERE (`service_grpc_rule`.`service_id` = '431')||current_time=2022-10-26 00:18:44||proc_time=0.002143s||affected_row=0||traceid=c0a817e863580c6482c640942d968db0||cspanid=||spanid=a3f01b8c4542c292||level=sql||source=/root/real/gateway/common/gorm/scope.go:1034
